FIPS,Socioeconomic,HouseholdCompDisab,MinorityLang,HousingTransp,Total
4006100,0.3419,0.0671,0.6854,0.8811,0.4979
4006201,0.615,0.7955,0.4249,0.4451,0.6224
4006202,0.7648,0.735,0.6225,0.2366,0.6631
4006300,0.3388,0.0345,0.6528,0.4963,0.2803
4006501,0.35600000000000004,0.0165,0.5534,0.627,0.2432
4006502,0.4401,0.0211,0.6625,0.5035,0.2975
4006900,0.6088,0.0673,0.7122,0.9173,0.6606
4007100,0.2377,0.0324,0.5539999999999999,0.5048,0.2019
4007300,0.2126,0.0145,0.6439,0.6133,0.1942
4007500,0.3738,0.1066,0.6173,0.7199,0.4529
4007700,0.3632,0.0105,0.653,0.8276,0.3376
4007900,0.6937,0.6124,0.7445,0.5959,0.7409
4008100,0.4915,0.0194,0.7722,0.7924,0.4471
4008300,0.4834,0.0349,0.7575,0.7876,0.488
4008500,0.8527,0.4221,0.7889,0.8916,0.8712
4008600,0.7068,0.1276,0.7441,0.3531,0.544
4008700,0.9828,0.9217,0.8441,0.7184,0.9459
4008800,0.6506,0.5527,0.7142,0.1558,0.5359
4009100,0.5493,0.2334,0.7303,0.6301,0.5946
4009400,0.7947,0.6165,0.7759,0.3228,0.7166
4009500,0.5075,0.113,0.6256,0.2706,0.3554
4009600,0.6042,0.2249,0.7412,0.662,0.6299
4009700,0.2619,0.024,0.5493,0.4001,0.1577
4009800,0.9043,0.1933,0.9045,0.4517,0.7556
4009900,-999.0,-999.0,-999.0,-999.0,-999.0
4010000,0.7252,0.1861,0.7569,0.2292,0.5295
4010100,0.2808,0.038,0.4468,0.4113,0.1732
4010200,0.8315,0.0985,0.7384,0.3119,0.5786
4010300,0.5052,0.1617,0.6478,0.5868,0.5145
4010400,0.6799,0.08800000000000001,0.6336,0.3346,0.4568
4010500,0.7831,0.7131,0.7231,0.4671,0.7672
4010600,0.8784,0.4215,0.8678,0.6314,0.828
4010701,-999.0,-999.0,-999.0,-999.0,-999.0
4010800,0.8825,0.3238,0.907,0.3429,0.7402
4011000,0.7607,0.2274,0.7965,0.2992,0.6004
4011100,0.564,0.057,0.6604,0.419,0.4058
4011200,0.8738,0.8496,0.7948,0.4909,0.8585
4011300,0.4179,0.0494,0.7328,0.8104,0.4873
4011400,0.8293,0.1468,0.8751,0.3166,0.639
4011500,0.1687,0.0219,0.5697,0.5141,0.1473
4011600,0.6734,0.063,0.8581,0.5464,0.5647
4011700,0.3564,0.0353,0.5953,0.5012,0.2757
4011800,0.8492,0.1941,0.9031,0.3108,0.6772
4011900,0.5325,0.0372,0.6085,0.5021,0.3712
4012000,0.8777,0.1541,0.8728,0.2391,0.6419
4012100,0.2984,0.064,0.5806,0.57,0.3085
4012200,0.7569,0.3961,0.8744,0.8002,0.8104
4012301,0.3121,0.0254,0.5419,0.3061,0.1446
4012400,0.7209,0.3693,0.8885,0.47,0.6975
4012500,0.3446,0.0306,0.6596,0.4308,0.2519
4012601,0.7116,0.2049,0.9231,0.4177,0.6465
4012602,0.7391,0.2356,0.8536,0.363,0.6315
4012800,0.5137,0.6758,0.733,0.3949,0.6108
4013000,0.6152,0.5549,0.7223,0.7702,0.7427
4013200,0.7621,0.4442,0.8155,0.7375,0.7929
4013400,0.4146,0.209,0.6973,0.8521,0.6031
4013500,0.495,0.2202,0.4359,0.092,0.2336
4013600,0.2002,0.1543,0.6685,0.5943,0.3566
4013700,0.1256,0.0477,0.488,0.4658,0.1436
4013800,0.4865,0.5374,0.7635,0.7831,0.701
4014000,0.2737,0.3509,0.7379,0.7412,0.5346
4014100,0.4621,0.0913,0.7037,0.89,0.5925
4014201,0.7217,0.3841,0.9259999999999999,0.4859,0.7174
4014202,0.8444,0.4263,0.9279999999999999,0.8019,0.86
4014300,0.568,0.0312,0.6421,0.6038,0.4205
4014400,0.6674,0.3689,0.9122,0.3663,0.6446
4014500,0.7315,0.0981,0.6402,0.4627,0.5529
4014700,0.3748,0.1551,0.6161,0.8902,0.5651
4014800,0.8653,0.0834,0.9091,0.1276,0.5463
4014900,0.5019,0.0225,0.612,0.2947,0.2365
4015000,0.6969,0.0743,0.8984,0.1531,0.4301
4015100,0.4441,0.1532,0.5779,0.7524,0.5189
4015200,0.8025,0.5646,0.8809999999999999,0.3784,0.7506
4015300,0.3272,0.0287,0.7109,0.9888,0.5556
4015400,0.8272,0.0304,0.9126,0.6063,0.6365
4015500,0.3226,0.0504,0.6922,0.4878,0.3093
4015600,0.7147,0.1109,0.8781,0.3065,0.5512
4015700,0.5615,0.055999999999999994,0.8076,0.7439,0.5608
4015801,0.8266,0.6227,0.8027,0.4656,0.7828
4015802,0.7484,0.2749,0.8097,0.4269,0.6595
4015900,0.6194,0.0677,0.674,0.4778,0.4703
4016100,0.7634,0.102,0.8115,0.42,0.5994
4016300,0.914,0.6066,0.9052,0.5164,0.8517
4016400,0.8021,0.303,0.7623,0.3378,0.6583
4016600,0.7267,0.2823,0.7377,0.6424,0.6998
4016800,0.7024,0.665,0.7497,0.4716,0.7251
4016900,0.4747,0.0413,0.7474,0.5748,0.4168
4017000,0.8301,0.0991,0.8835,0.3473,0.6274
4017100,-999.0,-999.0,-999.0,-999.0,-999.0
4017200,0.6693,0.5386,0.6975,0.1133,0.5081
4017400,0.7669,0.4577,0.7977,0.5255,0.7369
4017600,0.8181,0.5607,0.6897,0.3433,0.7058
4017800,0.6055,0.7931,0.7212,0.4016,0.6871
4017900,0.8286,0.0112,0.8852,0.7209,0.6023
4018000,0.9142,0.5884,0.6823,0.184,0.7064
4018101,0.5729,0.0502,0.8274,0.6728,0.5349
4018102,0.2913,0.0248,0.626,0.574,0.2444
4018200,0.821,0.4562,0.7963,0.4281,0.7363
4018300,0.4573,0.0539,0.7872,0.8139,0.5355
4018401,0.654,0.9397,0.5979,0.3415,0.7156
4018402,0.7455,0.6656,0.68,0.5178,0.7436
4018501,0.4519,0.1097,0.7726,0.5854,0.4911
4018502,0.436,0.0956,0.7767,0.6707,0.5
4018600,0.7325,0.7877,0.7781,0.2855,0.7151
4018700,0.3243,0.0444,0.8435,0.7922,0.451
4018800,0.6609999999999999,0.3459,0.7977,0.4231,0.6261
4018900,0.47700000000000004,0.0434,0.8505,0.9324,0.6131
4019000,0.6254,0.1964,0.7616,0.156,0.4338
4019200,0.597,0.2879,0.6899,0.1318,0.4145
4019400,0.6239,0.5143,0.7064,0.1631,0.5112
4019600,0.7609,0.2416,0.5664,0.5543,0.6382
4019800,0.9005,0.4944,0.9390000000000001,0.3324,0.7907
4019900,0.8966,0.0043,0.7555,0.8119,0.6313
4020200,0.7789,0.5171,0.7344,0.5369,0.7446
4020400,0.8479,0.2441,0.9375,0.9704,0.8992
4020500,0.6341,0.1351,0.9408,0.5922,0.6421
4020600,0.8253,0.2014,0.9245,0.3825,0.6963
4020800,0.7942,0.3767,0.8482,0.5579999999999999,0.7521
4021200,0.961,0.5766,0.9544,0.9426,0.9512
4021400,0.9053,0.1309,0.9468,0.6293,0.795
4021600,0.4557,0.2264,0.7643,0.759,0.6025
4021900,-999.0,-999.0,-999.0,-999.0,-999.0
4022001,0.4588,0.0787,0.7744,0.902,0.6048
4022002,0.6461,0.0969,0.8025,0.5284,0.5658
4022900,0.8085,0.0543,0.4827,0.4003,0.4793
4023000,0.7076,0.1227,0.8361,0.1908,0.4842
4023200,0.6065,0.2796,0.8777,0.8879,0.762
4023500,0.7047,0.0576,0.9503,0.6258,0.6338
4023600,0.7348,0.3515,0.9285,0.8514,0.8253
4023800,0.8949,0.2703,0.9816,0.9366,0.9106
4024000,0.8962,0.7515,0.98,0.948,0.9562
4024300,0.5298,0.0768,0.8839,0.3197,0.4241
4024500,0.3407,0.1365,0.812,0.9793,0.6697
4024600,-999.0,-999.0,-999.0,-999.0,-999.0
4024700,0.5191,0.057999999999999996,0.9072,0.5883,0.5124
4024900,0.5968,0.1557,0.9115,0.9407,0.7624
4025100,0.4762,0.1016,0.8437,0.6227,0.5326
4025301,0.5669,0.0428,0.8515,0.5831,0.4946
4025302,0.4973,0.0419,0.8882,0.6436,0.4865
4025400,0.8918,0.638,0.9138,0.5553,0.8552
4025500,0.5346,0.1233,0.7701,0.5456,0.5286
4025700,0.3974,0.0686,0.8928,0.8109999999999999,0.5427
4025800,0.8686,0.4153,0.7856,0.1896,0.6683
4025900,0.6577,0.2342,0.9313,0.6094,0.6898
4026000,0.9159,0.6268,0.9497,0.5095,0.8627
4026100,0.7893,0.0601,0.9631,0.7039,0.7079
4026200,0.6726,0.4961,0.7588,0.1457,0.5392
4026300,0.7375,0.1105,0.9221,0.6761,0.6981
4026400,0.8469,0.9122,0.8548,0.7735,0.917
4026500,0.5961,0.0729,0.9532,0.6446,0.5983
4026600,0.9275,0.8903,0.8621,0.5414,0.9058
4026700,0.691,0.1181,0.9509,0.9911,0.8519
4026901,0.626,0.0929,0.9662,0.7685,0.6795
4026902,0.6722,0.0446,0.9470000000000001,0.9639,0.7498
4027000,0.9061,0.8174,0.7456,0.447,0.8498
4027100,0.6496,0.2615,0.981,0.7244,0.7405
4027200,0.7973,0.3315,0.7934,0.276,0.644
4027300,0.6463,0.4407,0.9874,0.8328,0.8162
4027400,0.5671,0.1043,0.6243,0.0559,0.2463
4027500,0.7174,0.4339,0.9806,0.69,0.7946
4027600,0.585,0.6105,0.7866,0.2236,0.5674
4027700,0.6401,0.2202,0.9635,0.6583,0.6994
4027800,0.8572,0.6126,0.8186,0.6061,0.8346
4027900,0.5118,0.39899999999999997,0.9177,0.7909,0.716
4028000,0.4687,0.5089,0.5979,0.1127,0.3687
4028100,0.4186,0.3715,0.8373,0.5039,0.5554
4028200,0.3929,0.6359,0.732,0.1065,0.3956
4028300,0.518,0.2567,0.899,0.9668,0.7753
4028400,0.7248,0.7295,0.6586,0.2447,0.6533
4028500,0.7453,0.2798,0.8429,0.5375,0.7008
4028700,0.33799999999999997,0.2827,0.7831,0.7391,0.5602
4028800,0.6268,0.7187,0.8058,0.2524,0.6376
4028900,0.4596,0.1216,0.8699,0.7004,0.5631
4029100,0.7312,0.0551,0.9208,0.9956,0.8473
4029300,0.4615,0.0161,0.9489,0.3929,0.3249
4029400,0.4275,0.7045,0.5720000000000001,0.9449,0.7494
4029500,0.2598,0.1095,0.7365,0.4538,0.3326
4029700,0.5713,0.419,0.7482,0.2911,0.5386
4029900,-999.0,-999.0,-999.0,-999.0,-999.0
4030600,0.6355,0.7759,0.6841,0.6915,0.767
4030902,0.6685,0.6014,0.853,0.7327,0.7859
4030903,0.6022,0.2951,0.9008,0.7223,0.7046
4030904,0.695,0.2656,0.8101,0.6691,0.6998
4031700,0.2451,0.2553,0.5728,0.5116,0.3595
4032000,0.8394,0.7216,0.6464,0.6403,0.8270000000000001
4032700,0.8523,0.1235,0.9555,0.4735,0.721
4032800,0.4403,0.4329,0.5542,0.4289,0.4726
4032900,0.6931,0.107,0.8478,0.7095,0.6647
4033000,0.5518,0.7786,0.5701,0.5636,0.6729999999999999
4033100,-999.0,-999.0,-999.0,-999.0,-999.0
4033401,0.5758,0.5268,0.606,0.2804,0.523
4033402,0.4525,0.8352,0.5868,0.3328,0.5699
4033700,0.7045,0.3587,0.9495,0.2441,0.6222
4033900,0.5646,0.5335,0.8996,0.5748,0.6952
4034700,0.7679,0.6392,0.9074,0.7085,0.8371
4035100,0.7437,0.7040000000000001,0.9214,0.6028,0.8199
4035200,0.6154,0.7208,0.4214,0.3767,0.5753
4035300,0.8002,0.5715,0.9693,0.5352,0.8178
4035700,0.7259,0.4122,0.8264,0.9952,0.9073
4035800,0.6063,0.6142,0.7258,0.4581,0.6585
4036100,0.8641,0.4259,0.9687,0.7395,0.8622
4036300,0.8404,0.8753,0.9452,0.5879,0.8925
4036500,0.8556,0.4349,0.9703,0.4047,0.7834
4036600,0.6664,0.7098,0.7588,0.2625,0.649
4036700,0.8711,0.3445,0.9297,0.2901,0.7274
4036800,0.6382,0.6534,0.5643,0.1782,0.5276
4037100,0.6496,0.1491,0.8957,0.5522,0.6268
4037300,0.6786,0.2228,0.9518,0.4869,0.6678
4037500,0.7451,0.5611,0.9909,0.924,0.8961
4037600,0.5166,0.7518,0.7151,0.1436,0.5151
4037700,0.7884,0.5198,0.9996,0.5149,0.8116
4037900,0.7431,0.2197,0.9990000000000001,0.5715,0.7442
4038100,0.8564,0.531,0.9924,0.8943,0.9147
4038301,-999.0,-999.0,-999.0,-999.0,-999.0
4038302,-999.0,-999.0,-999.0,-999.0,-999.0
4038400,0.6206,0.5244,0.6682,0.3525,0.5884
4039400,0.5528,0.3649,0.6633,0.3073,0.4969
4039800,0.4322,0.4085,0.5748,0.1208,0.3249
4039900,0.6107,0.5874,0.9926,0.9107,0.856
4040000,0.2944,0.5921,0.7868,0.1343,0.3633
4040100,0.8402,0.6398,0.9998,0.6531,0.8778
4040200,0.6061,0.4682,0.6571,0.0412,0.3749
4040300,0.9105,0.7158,0.9990000000000001,0.878,0.9436
4040400,0.6057,0.8459,0.6899,0.5779,0.7479
4040500,0.8568,0.5525,0.9988,0.7149,0.8817
4040700,0.8094,0.4853,0.9893,0.622,0.8320000000000001
4040900,0.8239,0.5432,0.9981,0.6832,0.8587
4041100,0.7984,0.3885,0.9975,0.2978,0.7261
4041300,0.7756,0.6611,0.9961,0.5354,0.833
4041400,0.8748,0.5688,0.7984,0.4513,0.7944
4041500,0.725,0.7747,0.9447,0.737,0.8591
4042400,0.4921,0.7767,0.7056,0.2576,0.5654
4042600,0.7545,0.4973,0.6495,-999.0,-999.0
4042700,0.735,0.7154,0.9598,0.4894,0.8031
4043200,0.6102,0.361,0.6672,0.2199,0.4857
4043400,0.5091,0.1786,0.5474,0.0976,0.2695
4043701,0.7281,0.7668,0.9165,0.9965,0.9523
4043702,0.7992,0.9453,0.9416,0.6484,0.9044
4043900,0.9306,0.5512,0.9699,0.4847,0.8579
4044000,0.8659,0.5078,0.9033,0.1071,0.6664
4044301,0.9743,0.9511,0.9854,0.7027,0.9633
4044302,0.8305,0.6501,0.9724,0.7929999999999999,0.8921
4044400,0.9086,0.7119,0.9536,0.8893,0.9386
4044601,0.769,0.5595,0.96,0.9223,0.8952
4044602,0.9177,0.7681,0.9602,0.9741,0.9691
4044800,0.9026,0.1923,0.9464,0.4921,0.7778
4045000,0.4673,0.0803,0.8225,0.1873,0.3228
4045200,0.5315,0.7926,0.8196,0.8748,0.8222
4045400,0.7049,0.2889,0.9233,0.8757,0.8087
4045500,0.6747,0.6875,0.8709,0.8804,0.8525
4045600,0.7895,0.5215,0.8969,0.3699,0.7338
4045700,0.5945,0.1146,0.9412,0.5477,0.5959
4045800,0.4944,0.1289,0.8612,0.5935,0.5479
4045900,0.7335,0.2138,0.9792,0.8311,0.8023
4046000,0.8324,0.1822,0.9847,0.7248,0.8059999999999999
4046100,0.8757,0.2423,0.9487,0.6548,0.8164
4046200,0.7039,0.2621,0.9272,0.9963,0.9017
4046300,0.6815,0.2038,0.987,0.5717,0.7006
4046400,0.6564,0.08900000000000001,0.7975,0.8949,0.7054
4046500,0.7772,0.2918,0.9977,0.6384,0.7927
4046600,0.4758,0.284,0.8175,0.9109,0.7143
4046700,0.8601,0.4192,0.9852,0.8481,0.8923
4046800,0.7271,0.5599,0.9019,0.5682,0.7685
4046900,0.7433,0.6171,0.9899,0.7563,0.8531
4047000,0.8320000000000001,0.7348,0.9052,0.3989,0.8122
4047100,0.7903,0.1239,0.9674,0.7157,0.7554
4047200,0.4461,0.2191,0.7773,0.8999,0.6695
4047300,0.6465,0.1297,0.8705,0.6515,0.6407
4047500,0.6977,0.0448,0.9303,0.7851,0.6609999999999999
4047600,0.2953,0.1305,0.6761,0.5112,0.3676
4047800,0.4898,0.4845,0.7449,0.6496,0.6396
4047900,0.7356,0.6898,0.9419,0.742,0.8494
4048000,0.6935,0.3121,0.8889,0.3833,0.6417
4048100,0.6751,0.7718,0.9546,0.9969,0.9494
4048200,0.6679999999999999,0.2216,0.7513,0.7574,0.6961
4048300,0.6231,0.0995,0.9289,0.862,0.71
4048400,0.5296,0.1663,0.8641,0.3297,0.4859
4048500,0.4472,0.0392,0.9309,0.5731,0.4448
4048900,0.6136,0.6481,0.9586,0.61,0.768
4049200,0.4789,0.2675,0.7808,0.6527,0.5917
4049301,0.6019,0.4612,0.7715,0.3885,0.6095
4049302,0.4101,0.6088,0.7386,0.9517,0.7633
4049500,0.501,0.5820000000000001,0.6194,0.1585,0.4386
4049600,0.5682,0.3656,0.8177,0.2561,0.522
4049700,0.4291,0.139,0.8258,0.5286,0.4896
4049900,0.7203,0.2714,0.9167,0.7002,0.7467
4050000,0.7947,0.7943,0.8643,0.9507,0.9251
4050201,0.4631,0.2542,0.8031,0.0676,0.3168
4050202,0.6991,0.3922,0.6798,0.0866,0.4573
4050400,0.5504,0.4606,0.7491,0.7089,0.6826
4050500,0.4706,0.1753,0.7202,0.1233,0.3191
4050600,0.5487,0.406,0.8792,0.1347,0.4707
4050700,0.6272,0.1815,0.7575,0.1944,0.4506
4050800,0.7296,0.6528,0.74,0.7936,0.8226
4051000,0.4992,0.7569,0.7468,0.1237,0.5041
4051100,0.22899999999999998,0.6121,0.6355,0.3224,0.3884
4051200,0.7559,0.8011,0.852,0.1596,0.6929
4051300,0.4217,0.2995,0.6866,0.2281,0.3799
4051500,0.4132,0.254,0.5707,0.3848,0.4017
4051600,0.8129,0.6157,0.9181,0.1676,0.6965
4051700,0.4368,0.1355,0.6476,0.4646,0.4207
4051800,0.6995,0.4938,0.7058,0.2586,0.5927
4052000,0.4768,0.1625,0.6849,0.1674,0.3338
4052100,0.3794,0.3397,0.6812,0.5209,0.4907
4052200,0.2503,0.6365,0.4827,0.0435,0.1969
4052400,0.5622,0.3883,0.9101,0.0997,0.4558
4052500,0.6593,0.223,0.6445,0.26,0.4836
4052600,0.7294,0.4106,0.632,0.1809,0.5379999999999999
4052800,0.6165,0.6328,0.7099,0.1523,0.5365
4053000,0.4184,0.5752,0.5971,0.1668,0.3936
4053100,0.6299,0.4296,0.6722,0.1956,0.5008
4053200,0.5663,0.4139,0.6565,0.3145,0.5197
4053401,0.4418,0.4112,0.7922,0.4105,0.5334
4053500,0.7828,0.3637,0.8214,0.3496,0.6776
4053601,0.6817,0.4252,0.9285,0.4182,0.6863
4053800,0.6906,0.6774,0.8915,0.1857,0.6473
4053900,0.6457,0.071,0.8041,0.442,0.5085
4054000,0.8123,0.2856,0.8843,0.5344,0.7448
4054200,0.5048,0.2226,0.8186,0.569,0.5689
4054500,0.76,0.3575,0.8911,0.4221,0.7004
4054700,0.667,0.1342,0.9194,0.37799999999999995,0.5755
4054800,0.6086,0.0907,0.8241,0.1067,0.3498
4054900,0.7555,0.3565,0.9113,0.9424,0.862
4055100,0.7041,0.1828,0.7505,0.5626,0.6402
4055200,0.5839,0.285,0.8346,0.9861,0.8276
4055300,0.6857,0.1287,0.8497,0.5959,0.6386
4055400,0.5843,0.2377,0.8289,0.3239,0.5305
4055500,0.6363,0.2501,0.8586,0.9434,0.7948
4055600,0.408,0.0936,0.8584,0.0601,0.2241
4055700,0.6779999999999999,0.2505,0.7586,0.8106,0.7288
4055800,0.5317,0.077,0.8118,0.075,0.2714
4055900,0.6826,0.3596,0.8351,0.4923,0.6745
4056000,0.4428,0.0863,0.7522,0.1888,0.2996
4056100,0.0021,0.3414,0.7070000000000001,0.2337,0.1556
4056200,0.6308,0.0461,0.7204,0.0584,0.245
4056400,0.5056,0.7929,0.7876,0.7265,0.7517
4056500,0.5579999999999999,0.1863,0.7544,0.3991,0.5106
4056600,0.5197,0.1049,0.8138,0.265,0.4052
4056700,0.2963,0.2926,0.7402,0.1359,0.2799
4056800,0.6202,0.2881,0.8425,0.5893,0.6577
4057700,0.5852,0.3496,0.7023,0.35700000000000004,0.5446
4057900,0.5999,0.2127,0.6639,0.3125,0.479
4058000,0.6258,0.1797,0.7868,0.6627,0.6367
4058100,0.3707,0.3889,0.6825,0.3514,0.4355
4058200,0.6397,0.2053,0.5715,0.3829,0.5025
4058300,0.3239,0.1318,0.7437,0.2298,0.29
4058500,0.3543,0.0622,0.7396,0.7049,0.4276
4058700,0.4511,0.2261,0.6266,0.4594,0.4548
4058900,0.6672,0.3228,0.7443,0.3363,0.5782
4059000,0.4838,0.7534,0.6835,0.0135,0.3446
4059100,0.4691,0.2623,0.7155,0.3676,0.4678
4059200,0.4057,0.1671,0.7553,0.1046,0.2793
4059300,0.5736,0.1014,0.6179,0.5106,0.4776
4059400,0.3002,0.6283,0.5377,0.1152,0.2963
4059500,0.7062,0.1495,0.7489,0.5487,0.623
4059600,0.415,0.3635,0.5808,0.1898,0.3463
4059800,0.1533,0.3953,0.7879999999999999,0.2565,0.3064
4059900,0.6399,0.4091,0.521,0.43200000000000005,0.56
4060000,0.2252,0.5372,0.7272,0.0533,0.2328
4060100,0.5131,0.7402,0.7008,0.5259,0.6659999999999999
4060300,0.4366,0.1415,0.6384,0.3029,0.3523
4060600,0.2292,0.2639,0.8058,0.085,0.217
4060701,0.0004,0.045,0.2713,0.2172,0.01
4060800,0.2663,0.5347,0.5635,0.0547,0.2143
4061000,0.2851,0.1879,0.4802,0.2429,0.2226
4061200,0.1944,0.1937,0.5429,0.0054,0.0446
4061301,0.6724,0.1826,0.6852,0.3326,0.5234
4061302,-999.0,-999.0,-999.0,-999.0,-999.0
4061400,0.409,0.4752,0.6206,0.1131,0.3373
4061601,0.2969,0.5702,0.7231,0.099,0.3176
4061602,0.1088,0.5733,0.7231,0.0147,0.1263
4061800,0.1834,0.4108,0.5602,0.2638,0.2676
4061900,0.5889,0.4151,0.6437,0.2385,0.4894
4062000,0.0924,0.5223,0.6899,0.0607,0.1674
4062100,0.5251,0.39799999999999996,0.6614,0.126,0.3963
4062200,0.3966,0.4403,0.6924,0.0456,0.2807
4062300,0.2915,0.1718,0.5359,0.2348,0.2342
4062400,-999.0,-999.0,-999.0,-999.0,-999.0
4062500,0.4693,0.1111,0.5948,0.4229,0.3942
4062600,0.4007,0.4205,0.6219,0.0731,0.2902
4062700,0.4807,0.5136,0.6606,0.4971,0.5722
4062900,0.5462,0.4746,0.6577,0.8409,0.7114
4063000,0.1084,0.1716,0.4691,0.0769,0.0701
4063200,0.3396,0.2489,0.7849,0.0603,0.2415
4063301,0.4501,0.2239,0.5402,0.0162,0.162
4063302,0.1633,0.4069,0.3365,0.0356,0.0734
4063500,0.6198,0.506,0.5678,0.2491,0.512
4063700,0.2808,0.2482,0.5553,0.0387,0.1346
4063800,0.5199,0.3651,0.6577,0.2151,0.433
4063900,0.4876,0.3932,0.6777,0.4233,0.5241
4064101,0.385,0.6167,0.5959,0.1838,0.3985
4064102,-999.0,-999.0,-999.0,-999.0,-999.0
4064500,0.593,0.1344,0.6449,0.3964,0.47100000000000003
4064600,0.5133,0.4796,0.5920000000000001,0.0874,0.3573
4065000,0.3264,0.3003,0.6821,0.0624,0.2257
4065400,0.4499,0.3866,0.8423,0.0771,0.3629
4065501,-999.0,-999.0,-999.0,-999.0,-999.0
4065600,0.5004,0.3639,0.6687,0.2582,0.4461
4065702,0.598,0.1979,0.5924,0.4088,0.4927
4065703,0.1981,0.0665,0.4786,0.368,0.1687
4065900,0.2408,0.134,0.4239,0.1977,0.1454
4066000,0.3172,0.5184,0.8004,0.2211,0.4083
4066100,0.2648,0.526,0.4212,0.0379,0.1504
4066300,0.1055,0.4455,0.4573,0.0209,0.0668
4066400,0.5823,0.3858,0.7594,0.5452,0.6297
4066501,0.1954,0.5023,0.3485,0.1714,0.1884
4066701,0.4047,0.6813,0.5169,0.1811,0.39899999999999997
4066900,0.3104,0.3106,0.4522,0.1577,0.2201
4067100,0.3813,0.4372,0.6206,0.0342,0.2382
4067700,0.2505,0.1497,0.4313,0.1411,0.1336
4067900,0.5806,0.6276,0.7598,0.9948,0.8863
4068000,0.4843,0.5642,0.6153,0.2381,0.4666
4068200,0.4148,0.4095,0.7944,0.1287,0.3782
4068300,0.6844,0.4857,0.8809999999999999,0.8303,0.8083
4068700,0.4604,0.1945,0.8148,0.6156,0.5593
4069000,0.5727,0.7297,0.5872,0.7766,0.7371
4069300,0.6162,0.3354,0.7843,0.679,0.6801
4069400,0.6109,0.4672,0.5920000000000001,0.4416,0.5849
4069500,0.4094,0.3463,0.7581,0.3494,0.4614
4069701,0.5097,0.1138,0.7666,0.7743,0.5861
4069702,0.23600000000000002,0.6101,0.7929999999999999,0.4911,0.5044
4070300,0.3129,0.252,0.7101,0.2453,0.327
4070700,0.1813,0.5151,0.6802,0.2196,0.3039
4070900,0.2828,0.1689,0.713,0.3102,0.3141
4071100,0.1034,0.48100000000000004,0.7097,0.7957,0.4867
4071303,0.0576,0.1002,0.4996,0.5079,0.1751
4071304,0.4602,0.5851,0.7247,0.6214,0.6371
4071305,0.1751,0.0979,0.6181,0.6237,0.3075
4071306,0.2772,0.0754,0.752,0.8116,0.4492
4071600,-999.0,-999.0,-999.0,-999.0,-999.0
4071701,0.3535,0.5874,0.7124,0.7915,0.6459
4071702,0.3177,0.3088,0.7652,0.7161,0.5438
4071900,0.7331,0.2392,0.774,0.5644,0.6784
4072100,0.6695,0.4616,0.7625,0.6305,0.7135
4072300,0.1685,0.1169,0.5557,0.6111,0.2942
4072900,0.2101,0.2173,0.6167,0.3009,0.2633
4073100,0.294,0.6029,0.6132,0.0644,0.2683
4073700,0.0926,0.2557,0.534,0.7944,0.366
4073900,0.2337,0.2266,0.6371,0.9092,0.5382
4074100,0.1803,0.3515,0.6287,0.5916,0.3988
4074300,0.4387,0.7014,0.7431,0.604,0.6571
4074500,0.6569,0.9492,0.7338,0.9184,0.9002
4074700,0.5452,0.2827,0.8144,0.9356,0.7533
4074900,0.0344,0.3257,0.4363,0.3353,0.1604
4075701,0.0433,0.1762,0.6666,0.5416,0.2535
4075702,0.2379,0.6016,0.5722,0.8666,0.5867
4076901,0.0692,0.0938,0.5237,0.5686,0.2006
4076902,0.1382,0.1,0.5802,0.5576,0.2556
4077300,0.1204,0.6981,0.6561,0.5966,0.4618
4077500,0.1368,0.1479,0.6146,0.4302,0.2481
4077902,0.402,0.3594,0.4635,0.2209,0.316
4077903,0.5543,0.1256,0.7181,0.4874,0.5052
4077904,0.4884,0.5481,0.7027,0.7638,0.6824
4077905,0.3765,0.6439,0.6507,0.7582,0.6423
4077906,0.4934,0.2627,0.7278,0.7476,0.6166
4077907,0.5723,0.4983,0.5596,0.9905,0.8187
4077908,0.8728,0.0964,0.7388,0.9215,0.8189
4078800,0.6484,0.3567,0.7,0.1216,0.4541
4079000,0.7859999999999999,0.5483,0.8289,0.40700000000000003,0.7353
4079200,0.6757,0.3558,0.9249,0.5833,0.7149
4079300,-999.0,-999.0,-999.0,-999.0,-999.0
4079701,0.6388,0.4135,0.9454,0.8605,0.805
4079702,0.7518,0.0882,0.9641,0.7049,0.7116
4079900,0.9221,0.1939,0.9573,0.4051,0.7666
4080301,0.6778,0.1202,0.9425,0.3788,0.5834
4080302,0.7124,0.6799,0.9262,0.2843,0.7098
4080900,0.3081,0.4294,0.7309,0.8170000000000001,0.5996
4081400,0.7982,0.7753,0.8672,0.5972,0.8456
4081800,0.8709,0.1729,0.8975,0.5126,0.7469
4083700,0.6709,0.10800000000000001,0.9639,0.4766,0.6172
4083800,0.43700000000000006,0.3005,0.8208,0.1538,0.3822
4084000,0.7476,0.5182,0.7986,0.1521,0.5956
4084500,0.7155,0.0942,0.9781,0.9005,0.7809
4084601,0.5924,0.2945,0.7676,0.2918,0.5199
4084602,0.88,0.5407,0.7144,0.4934,0.7894
4084900,0.9084,0.0405,0.9994,0.9623,0.8654
4085300,0.8458,0.2098,0.9835,0.8564,0.8554
4085500,0.7033,0.1055,0.9652,0.7725,0.7232
4085700,0.6979,0.2071,0.9769,0.9689,0.8496
